ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"wasabi root, french fries mcdonalds",520,80.4,10.2,18.900000000000002,0
"garlic bread, grilled chicken sandwich wendys, okra cooked, corn flour yellow",978,115.00000000000001,14.7,19.900000000000002,0
"adzuki beans raw, lemon chicken, corn cake, chum salmon raw",2126,253.4,109.0,76.2,0
"honey mustard dressing fat free, dill pickled cucumber, chicken spread, baked potato with cheese sauce",604,58.3,25.799999999999997,38.900000000000006,1
"apricot nectar, peppered loaf",181,37.0,5.800000000000001,2.0,1
"oat bran bagel, arrowroot flour",633,149.6,7.800000000000001,0.9,0
"kamut raw, biscuit with egg",1063,166.3,44.7,29.4,0
"ranch dressing, turbot cooked",453,0.9,65.60000000000001,18.7,1
"breadfruit seeds, spaghetti with meatballs",257,31.7,10.899999999999999,9.899999999999999,1
"pickle pimiento loaf, tilapia raw, chicken sandwich",665,42.300000000000004,58.0,29.0,1
"taco salad taco bell, goat cheese, beef salami cooked",1077,81.009,45.1,63.099999999999994,0
"tortilla chips low fat, milkfish raw, shark raw, barbera red wine",366,28.200000000000003,14.899999999999999,4.800000000000001,1
"spinach egg noodles dry, prairie turnips raw",165,31.2,5.8999999999999995,1.7289999999999999,1
"chicken patty, sugar coated almonds, salt mackerel",604,10.1,34.5,46.400000000000006,1
"cardamom, nopales raw",20,4.3,1.3,0.163,1
"corn grits dry, broccoli raw, chocolate syrup, lard vegetable oil",291,39.1,4.1,13.700000000000001,1
"vegetable salad, oat bran muffin, pork bologna, turkey pot pie",836,83.10000000000001,33.0,41.854,0
"semillon white wine, tahitian taro raw, rice sake",373,20.6,4.3,1.2,1
"chili powder, vinegar oil dressing",80,1.7000000000000002,0.4,8.4,1
"gamay red wine, rice pudding, scrambled eggs mcdonalds, grapefruit juice",431,47.900000000000006,12.6,10.1,1
"ostrich top loin cooked, seaweed dry, potato sticks",372,28.4,29.4,16.0,1
"cheeseburger burger king, muscadine grapes, rice bran",756,90.89999999999999,35.214000000000006,44.355999999999995,0
"hushpuppies, pollock cooked, cornmeal whole grain",1310,163.7,96.9,28.700000000000003,0
"soymilk, brown rice raw, cheese coffeecake, catfish fried",1251,192.00000000000003,42.800000000000004,33.4,0
"rockfish cooked, cherry pie",648,69.3,38.1,24.4,1
"plantain raw, chum salmon raw, waxgourd cooked, blueberry pancakes",324,72.39999999999999,5.8999999999999995,4.6000000000000005,1
"whiskey sour, onion gravy dry, chocolate fudge, pumpkin leaves raw",312,43.99999999999999,3.8,2.7,1
"red chili peppers, biscuit, m ms peanut chocolate mars",468,59.9,9.6,21.4,1
"mungo beans raw, peanut oil, chicken feet cooked, yautia tannier",1932,154.9,142.2,83.60000000000001,0
"fruit salad canned, cottage fries, split peas raw, gooseberries canned",992,200.60000000000002,51.5,3.2079999999999997,0
"peanut butter, waxgourd cooked",107,7.9,4.0,7.800000000000001,1
"chili without beans canned, lemonade low calorie, winged beans raw",1034,92.1,72.192,46.7,0
"rice noodles cooked, whelk raw",229,44.5,9.9,0.5,1
"weetabix weetabix, baked potato with sour cream, koyadofu, banana bread",2738,82.8,18.1,45.0,0
"lamb sirloin cooked, muenster cheese",1251,1.5,95.4,93.9,0
"peanut butter fudge, almonds roasted, duck sauce",324,37.4,7.1,17.763,1
"white rice cooked, pout raw",483,44.5,62.9,3.6,1
"coleslaw dressing, barbecue sauce kraft",90,10.3,0.2,5.353,1
"turkey patty fried, garden cress cooked",110,9.5,6.5,5.8,1
"raisins, semillon white wine, pain au chocolat de la boulangerie",446,28.4,1.1,12.056,1
"pinto beans raw, mung beans cooked",882,159.4,55.5,3.2,0
"oat bran bread toasted, white sauce, cassava, biscuit with egg bacon",1226,141.70000000000002,32.5,59.6,0
"crab soup, beets canned",164,28.7,12.4,1.0,1
"carignane red wine, lamb rib raw, salsify raw, red potato raw",2315,70.6,74.70000000000002,156.60000000000002,0
"salsa con queso, quarter pounder mcdonalds, lamb shoulder raw",1973,65.8,107.20000000000002,140.9,0
"teriyaki sauce, chili pepper sauce red",19,3.4,1.2000000000000002,0.104,1
"rice pilaf raw, chicken wing cooked, lobster cooked",918,155.7,54.599999999999994,7.6,0
"stockpot soup, turkey bologna, mozzarella cheese fat free, beef tenderloin steak raw",824,28.400000000000002,81.0,42.1,0
"potato chips cheese, black beans raw",1505,219.1,56.4,49.0,0
"fondant, milkfish cooked",160,26.4,7.4,2.409,1
"coconut oil, hyacinth beans raw",839,127.6,50.2,17.1,0
"okara, chocolate chip granola bar, american cheese spread",244,34.0,8.3,9.4,1
"rice wheat cereal bar, dinner roll whole wheat, chuck eye steak raw",1020,30.3,76.80000000000001,66.1,0
"turkey wing cooked, green goddess dressing, sweetn sour sauce mcdonalds",538,12.1,51.4,29.900000000000002,1
"pear nectar, butter toastbrot ja, potato pancake, beef rib raw",1708,47.5,75.39999999999999,127.962,0
"asparagus raw, shiitake mushrooms raw, canadian style bacon raw",53,2.3,6.6000000000000005,2.076,1
"wonton soup, rice noodles dry, wild rice raw",745,155.1,29.200000000000003,2.5,0
"radish seeds sprouted, mackerel cooked, chimichanga with beef",672,44.199999999999996,42.0,36.4,1
"baby carrots, oat bran dinner roll, dandelion greens cooked",118,21.2,5.231,2.153,1
"shoestring french fries, pickle pimiento loaf, celeriac raw, russet potato raw",448,85.00000000000001,14.599,6.999999999999999,0
"ham roasted, rosemary fresh",317,0.7,28.705,21.400000000000002,1
"pout cooked, tropical trail mix, carambola starfruit, potato chips sour cream and onion",1975,199.5,84.1,94.5,0
"oyster cooked, goat cheese, orange peel",150,4.009,10.893,9.616999999999999,1
"caesar salad mcdonalds, tea blueberry muffin tekanne",98,9.5,6.8,4.6000000000000005,1
"chili peppers canned, turkey pot pie, tarragon dried, english muffin",857,102.5,31.900000000000002,36.446999999999996,0
"peanut butter sandwich cookies, corn flour yellow, ground pork raw",818,99.10000000000001,30.400000000000002,34.0,0
"corn dog, iceberg lettuce",203,22.7,7.2,9.445,1
"dar vida swiss original, cornmeal yellow",697,125.2,11.2,5.800000000000001,0
"cabbage raw, donut with jelly filling, sweet chilli kettle baked chips, skunk cabbage",469,53.3,12.1,18.500000000000004,1
"yellow corn raw, savoy cabbage raw, white fibre wonder bread, nut cereal",965,191.8,24.5,14.817,0
"mutton cooked, corn tortilla, safflower seed meal, buckwheat cooked",370,58.027,26.7,5.5,1
"salsa sauce, millet raw, lard",876,146.89999999999998,22.3,21.239000000000004,0
"black turtle beans cooked, peanut spread, tapioca pearls, butternut squash raw",976,205.4,21.2,9.392999999999999,0
"shrimp imitation, scup cooked, beef flank steak raw",144,2.6,21.6,4.5,1
"pinot blanc white wine, lychee",125,4.5,0.124,0.016,1
"chayote cooked, tangerines canned",127,31.0,2.5,0.9,1
"sisymbrium seeds, yellow snap beans raw, wasabi root",408,80.80000000000001,17.0,4.3,1
"beef noodle soup, scallop squash raw, whole wheat spaghetti cooked, egg noodles cooked",475,80.2,22.3,9.000000000000002,1
"spaghetti squash raw, swordfish cooked, corn tamale",522,51.3,31.3,21.0,1
"scotch broth, chicken fat",312,23.0,12.1,19.200000000000003,1
"cashew nuts raw, taco with chicken cheese lettuce, danish pastry with cinnamon",690,74.7,23.0,35.3,1
"herring fish oil, rye bread toasted",205,15.4,2.7,14.6,1
"tropical trail mix, tree fern cooked, cranberries dried",1046,205.9,9.253000000000002,25.596,0
"plum, lingcod raw, pork lungs cooked",540,7.5,94.5,12.200000000000001,1
"ostrich tenderloin raw, biscuit with egg, orangensaft ja",627,36.8,36.2,28.0,1
"onion gravy dry, cheese tortellini",409,67.0,16.8,8.5,1
"pork liver cooked, longan, hot chile pepper dried, corn syrup dark",645,29.6,92.163,15.73,1
"caribou cooked, yokan, colby cheese",691,11.4,65.3,42.721999999999994,1
"muller thurgau white wine, pork tongue cooked, chuck eye steak grilled",1591,5.2,132.7,103.5,0
"cassava, muffin, wheat germ bread, popover dry mix",1203,236.20000000000002,27.099999999999998,15.200000000000001,0
"okra cooked, chowchow pickles, turkey and gravy, cheese puffs",689,102.2,22.9,21.6,1
"red peppers canned, taro cooked, pickle pimiento loaf, asparagus canned",350,62.80000000000001,13.100000000000001,6.957999999999999,1
"muenster cheese, duck egg, full throttle coca cola",726,31.5,40.5,49.50000000000001,0
"stewed tomatoes canned, emu drums cooked, granulated sugar",731,20.0,137.0,8.9,1
"cottonseed flour low fat, canadian maple syrup",170,29.3,14.1,0.4,1
"chicken chow mein, tapioca pudding, veal breast raw",1599,74.0,122.1,88.10000000000001,0
"turkey and gravy, beef flank steak raw, ostrich fan raw, cinnamon ground",313,13.2,38.7,10.943999999999999,1
"poppy seeds, cottage cheese low fat, cream cheese low fat, duck liver raw",299,11.399999999999999,39.0,10.3,1
"crispy brown rice, rye bread, beef sandwich steak raw, pumpkin leaves raw",387,43.9,15.399999999999999,17.5,1
"grouper cooked, sandwich with cold cuts, lotus root raw",1156,99.7,94.30000000000001,42.0,0
"savoy cabbage raw, ground bison raw, turnips raw, gum drops",212,20.599,20.2,6.359,1
"sour pickles, english muffin, pink lentils raw",806,142.6,53.4,5.6000000000000005,0
"whole wheat bread toasted, salat mix alestro, shrimp imitation, limeade",346,62.8,7.4,8.100000000000001,1
"table water, turkey breast roasted, rainbow trout raw",3377,0.0,511.90000000000003,132.9,0
"figs canned, cod cooked",203,3.8,41.2,1.539,1
"biscuit mcdonalds, spiny lobster raw, pita bread whole wheat",569,53.8,50.50000000000001,16.099999999999998,1
"chicken dumplings soup, tomato chili sauce, chocolate rasberry protein mini proteinfx, lotus root raw",428,35.7,16.799999999999997,16.495,1
"cranberry grape juice, lamb shoulder cooked",887,34.3,63.0,53.7,0
"tilapia raw, corn flour whole grain, rye",1104,218.1,48.9,9.3,0
"goat cheese soft, scots kale raw",103,5.6,7.1,6.4,1
"bakers yeast, queen crab raw, biscuit with egg sausage",548,37.2,24.599999999999998,34.199999999999996,1
"t bone steak cooked, pokeberry shoots cooked, ground ostrich raw",1262,5.1,115.1,84.3,0
"carignane red wine, pom potes materne, gouda cheese",489,12.799999999999999,7.4,7.9,1
"napa cabbage cooked, chicken back cooked",106,2.4,9.2,6.7,1
"oriental radish dried, corn cooked, coconut water, beef flavored rice raw",1116,243.1,34.2,5.1,0
"soybean cooked, cod raw, sour pickles",502,20.6,70.2,17.2,1
"almond oil, caramel med iced coffee dunkin donuts, aspartame sweetener",753,89.1,2.2,22.6,0
"garlic, corn pudding, vegetable salad with cheese egg",400,46.5,17.099999999999998,16.526,1
"turkey fat, red lettuce, chicken wing roasted, macadamia nuts roasted",480,4.6,22.9,42.18,1
"milk crackers, chocolate frozen yogurt",271,45.300000000000004,6.0,8.0,1
"guava, raisins",127,31.700000000000003,2.4,0.556,1
"shallots dried, brazilnuts dried, chicken wing cooked, sweet tea lipton",218,36.300000000000004,5.6,6.813,1
"vanilla frosting, arroz con grandules, tomatillos, woca seeds dried",2284,379.4,7.5,82.3,0
"cooking wine, mango nectar",130,33.199999999999996,0.328,0.2,1
"acorn raw, peanuts raw, halibut cooked",1291,35.0,111.10000000000001,83.8,0
"quinoa dry, egg fried, catfish raw, triticale",1145,177.4,64.1,23.8,0
"brussels sprouts cooked, turbot cooked, veal sirloin cooked",913,1.5,130.0,39.0,0
"tapioca pudding, warm cinnamon roll mcdonalds, azumaya tofu vitasoy, pork splean cooked",1018,48.0,121.19999999999999,35.6,0
"beef sandwich steak raw, pork loin cooked, poached egg",458,0.4,39.7,31.9,1
"arroz con frijoles, pectin, brownie",626,119.10000000000001,9.9,15.600000000000001,0
"ham, chicken feet cooked, yogurt",1113,8.9,97.8,73.60000000000001,0
"orange juice, clams raw, beef spleen cooked, peanuts chocolate coated",753,30.9,112.5,16.799999999999997,1
"ostrich tip cooked, dill weed fresh, snap beans canned, spinach egg noodles cooked",404,54.8,36.1,5.163,1
"dungeness crab raw, cloves ground, bread crumbs, shark cooked",638,82.10000000000001,48.199999999999996,11.5,1
"margarine with yoghurt, fish sandwich with cheese",462,35.473,15.158,29.400000000000002,1
"figs canned, beef plate steak raw",631,4.7,47.9,46.839,1
"muller thurgau white wine, tomato beef noodle soup, potato scalloped",609,73.9,16.0,17.6,1
"soybean margarine, hotdog, beef broth powder, eggplant cooked",458,37.243,17.852,27.3,1
"pectin, beef under blade steak raw, orange apricot juice",1526,77.0,127.8,81.3,0
"chocolate pudding fat free, pink salmon canned, rutabaga cooked",707,40.0,85.30000000000001,21.099999999999998,1
"safflower seed meal, pork liver cooked, ostrich top loin cooked",813,27.1,126.1,19.6,1
"sweet onion, sweet potato leaves cooked",128,29.7,4.0,0.5,1
"tomato stewed, kiwifruit green, carp raw",416,26.200000000000003,42.099999999999994,15.899999999999999,1
"red white currants, caramel custard flan, rice wheat cereal bar, duck fat",641,101.2,17.5,19.5,1
"marjoram dried, new zealand spinach cooked, chicken dumplings soup, caramels",301,27.3,16.599999999999998,14.600000000000001,1
"matzo crackers with egg onion, morel mushrooms, sardines in tomato sauce canned",278,22.8,21.8,10.47,1
"rib eye steak grilled, crispy chicken strips kentucky fried chicken, saltine crackers, peanut granola bar",938,23.599999999999998,74.6,60.9,0
"beef rib raw, peanuts cooked, rose hips",2211,86.8,100.1,163.8,0
"blackberries raw, cabbage cooked, prune juice",279,66.8,5.5,0.725,1
"tilapia cooked, cranberry beans raw, barbera red wine",934,122.69999999999999,67.8,4.699999999999999,0
"rye dinner roll, beef bologna",213,24.1,7.7,9.3,1
"brown sugar, ground pork cooked",946,4.1,80.424,65.0,0
"pineapple topping, pickle relish, pork centre loin chops raw, white rice steamed",1417,275.8,45.797000000000004,18.761,0
"cornsalad, scallop squash raw",35,7.0,2.7,0.5,1
"plantain chips, saltine crackers, caesar salad with grilled chicken mcdonalds",364,31.6,30.0,14.3,1
"coconut water, turkey liver cooked, pink beans raw, potato salad with egg",1259,184.20000000000002,64.9,30.7,0
"lemonade low calorie, honey, chili con carne",342,52.00000000000001,14.872,8.8,1
"egg cheese sandwich, sweet sour dressing",342,26.5,15.682,19.4,1
"pork loin raw, whiskey sour, chinook salmon smoked, japanese somen noodles cooked",780,62.4,55.0,20.900000000000002,1
"sauerkraut canned, fume blanc white wine, lotus seeds raw",173,14.299999999999999,2.6,0.30000000000000004,1
"summer squash cooked, filet o fish mcdonalds, chocolate hazelnut spread, cocoa butter oil",647,56.8,18.8,39.7,1
"scup cooked, danish pastry with fruit",403,45.1,16.9,17.7,1
"sapodilla, celeriac cooked, navy beans canned, pasta with tomato sauce",655,131.7,27.5,5.1000000000000005,1
"brie cheese, vegetarian fillets, veal meat raw, malt syrup",1067,22.8,114.89999999999999,54.3,0
"cracked wheat bread, dessert wine sweet, pheasant breast raw",723,28.1,91.4,12.9,1
"gooseberries canned, chocolate donut, fish fillet fried, cod raw",834,97.1,58.70000000000001,25.1,0
"sweet chilli kettle baked chips, baked potato with sour cream",492,52.1,8.7,24.5,1
"warm cinnamon roll mcdonalds, wild pink salmon oceans, pinot gris grigio white wine",555,18.0,2.1,21.1,1
"virginia peanuts raw, chum salmon cooked, catsup",1315,28.6,116.5,86.16600000000001,0
"muesli master crumble, potato salad with egg",517,45.0,7.300000000000001,25.9,0
"spinach egg noodles cooked, turbinado sugar, pumpkin leaves raw, pumpkin canned",319,64.1,12.0,3.4000000000000004,1
"butternut squash cooked, chocolate soda, nachos supreme taco bell, butternut squash raw",857,142.0,18.6,27.0,0
"snickers mars, tomato rice soup, parsley dried",521,79.5,8.6,19.196,0
"vinegar oil dressing, dungeness crab cooked",212,1.6,28.3,9.6,1
"roggenmischbrot sonnenblumenkerne aldi, table water",82,0.0,0.0,3.1,1
"chocolate pudding, tomato sauce with mushrooms",299,55.2,6.7,7.2,1
"mixed nuts roasted, cream soda",430,73.3,5.2,15.4,1
"northern pike raw, graham crackers",703,64.5,82.1,11.2,1
"tomato soup canned, longan, caramel custard flan",585,92.80000000000001,20.209,15.676000000000002,1
"eppaw, vienna bread toasted, lamp spleen cooked",703,49.7,86.49999999999999,16.5,1
"millet raw, turnip greens raw",774,149.6,22.8,8.6,0
"tabasco sauce, croutons",34,5.906000000000001,1.045,0.502,1
"yellow tomato, cottage cheese low fat, cuttlefish raw, ostrich round raw",316,12.6,53.4,5.1,1
"beef noodle soup, bamboo shoots raw, cardoon raw, beef tenderloin steak raw",652,34.5,47.70000000000001,36.7,1
"yam bean jicama, kale raw, fruit granola bar, whopper burger king",928,83.80000000000001,38.3,49.0,0
"barbecue sauce bulls eye, sweet potato raw, vegetable chicken soup",305,53.7,14.4,4.901999999999999,1
"millet cooked, sports drink, hanfprotein pulver rohkostqualitat veganz",340,62.60000000000001,6.1,4.8,1
"prune juice, meat vegetable pizza, seaweed dry, butterfish raw",613,88.4,25.200000000000003,17.706000000000003,1
"blueberry pancakes, crackers, safflower seed kernels dried, queso fresco cheese",677,34.099999999999994,30.1,47.7,1
"smoothie high protein creamy chocolate slimfast, flour tortilla, oyster raw",297,28.700000000000003,20.599999999999998,8.4,1
"cooking wine, muscadine grapes, natto, parsnips raw",302,43.2,16.241999999999997,9.356,1
"cinnamon coffeecake, pistachio nuts raw, tofu yogurt",1175,102.19999999999999,38.0,73.8,0
"chicken mcnuggets mcdonalds, natto, ham cheese sandwich, sockeye salmon cooked",1062,47.199999999999996,119.5,44.8,0
"koyadofu, scallop squash cooked",110,7.6000000000000005,10.8,5.5,1
"cola light coca cola, chervil dried",5,0.9,0.4,0.002,1
"malt beverage, pork country style ribs raw",330,19.1,25.3,15.4,1
"rainbow smelt raw, herring raw, cranberry beans cooked, octopus raw",582,43.9,58.7,18.400000000000002,1
"muscadine grapes, egg white dried, cranberry apricot juice, sweet red peppers canned",211,46.300000000000004,7.414,0.543,1
"sofrito, sweet red peppers raw, mozzarella cheese fat free, sweet potato leaves cooked",715,28.9,65.1,38.1,0
